"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KAZ","Kazakhstan","2014","2014",1474.91571,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KAZ","Kazakhstan","2015","2015",1393.54876,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KAZ","Kazakhstan","2016","2016",1277.81506,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KAZ","Kazakhstan","2017","2017",1212.94192,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KWT","Kuwait","2012","2012",242.96463,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KWT","Kuwait","2013","2013",1289.18946,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KWT","Kuwait","2014","2014",1618.79205,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KWT","Kuwait","2015","2015",1400.98796,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KWT","Kuwait","2016","2016",1421.56214,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KWT","Kuwait","2017","2017",1525.43389,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KGZ","Kyrgyzstan","2014","2014",734.60066,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KGZ","Kyrgyzstan","2015","2015",776.92898,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KGZ","Kyrgyzstan","2016","2016",754.90275,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","KGZ","Kyrgyzstan","2017","2017",711.31791,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LVA","Latvia","2012","2012",5221.7072,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LVA","Latvia","2013","2013",5059.82015,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LVA","Latvia","2014","2014",5491.72298,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LVA","Latvia","2015","2015",5662.27204,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LVA","Latvia","2016","2016",5596.4639,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LSO","Lesotho","2015","2015",78.17368,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LTU","Lithuania","2012","2012",7277.31636,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LTU","Lithuania","2013","2013",7590.41201,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LTU","Lithuania","2014","2014",8261.73947,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LTU","Lithuania","2015","2015",7414.58004,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LTU","Lithuania","2016","2016",7686.75585,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MKD","North Macedonia","2012","2012",1337.00669,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MKD","North Macedonia","2013","2013",1556.55408,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MKD","North Macedonia","2014","2014",2040.91947,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MKD","North Macedonia","2015","2015",2061.26269,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MKD","North Macedonia","2016","2016",2100.70507,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MKD","North Macedonia","2017","2017",1950.88231,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDG","Madagascar","2014","2014",245.10593,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDG","Madagascar","2016","2016",244.51134,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDG","Madagascar","2017","2017",246.33475,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MYS","Malaysia","2012","2012",3564.77115,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MYS","Malaysia","2014","2014",3789.16685,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MYS","Malaysia","2015","2015",4448.8595,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MYS","Malaysia","2016","2016",4673.06126,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MLI","Mali","2015","2015",98.63805,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MLI","Mali","2017","2017",112.77113,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MLT","Malta","2012","2012",5499.19318,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MLT","Malta","2013","2013",5268.80349,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MLT","Malta","2014","2014",5430.36398,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MLT","Malta","2015","2015",5554.04849,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MLT","Malta","2016","2016",5608.32118,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDA","Republic of Moldova","2012","2012",1438.68642,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDA","Republic of Moldova","2013","2013",1400.08781,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDA","Republic of Moldova","2014","2014",1417.09555,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDA","Republic of Moldova","2015","2015",1416.52707,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDA","Republic of Moldova","2016","2016",1333.20116,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MDA","Republic of Moldova","2017","2017",1324.01645,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNG","Mongolia","2012","2012",949.46177,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNG","Mongolia","2013","2013",938.96812,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNG","Mongolia","2014","2014",931.63368,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNG","Mongolia","2015","2015",844.84512,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNG","Mongolia","2016","2016",730.33014,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNG","Mongolia","2017","2017",1070.01876,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAR","Morocco","2012","2012",1253.38287,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAR","Morocco","2014","2014",1452.29561,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAR","Morocco","2016","2016",1501.72411,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MOZ","Mozambique","2015","2015",151.94199,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","NIC","Nicaragua","2012","2012",208.43585,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PSE","Palestine","2013","2013",1973.8851,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PAN","Panama","2012","2012",857.42199,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PAN","Panama","2013","2013",959.49888,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PRY","Paraguay","2012","2012",672.02584,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PRY","Paraguay","2014","2014",708.11759,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PRY","Paraguay","2015","2015",807.63728,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PRY","Paraguay","2016","2016",392.39839,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","PHL","Philippines","2013","2013",371.47255,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ROU","Romania","2012","2012",2115.58478,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ROU","Romania","2013","2013",2161.37959,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ROU","Romania","2014","2014",2151.08236,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ROU","Romania","2015","2015",2185.88461,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ROU","Romania","2016","2016",2244.20132,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","RUS","Russian Federation","2012","2012",5070.8407,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","RUS","Russian Federation","2013","2013",5062.97371,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","RUS","Russian Federation","2014","2014",5093.67683,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","RUS","Russian Federation","2015","2015",5134.94509,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","RUS","Russian Federation","2016","2016",5017.14614,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","RUS","Russian Federation","2017","2017",4916.23175,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SAU","Saudi Arabia","2013","2013",25110.70823,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SEN","Senegal","2015","2015",1108.36661,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SYC","Seychelles","2016","2016",4690.7501,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SGP","Singapore","2012","2012",8537.5372,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SGP","Singapore","2013","2013",8818.58561,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SGP","Singapore","2014","2014",8792.03251,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SVN","Slovenia","2012","2012",10176.22877,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SVN","Slovenia","2013","2013",10295.63157,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SVN","Slovenia","2014","2014",10166.38136,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SVN","Slovenia","2015","2015",9944.63049,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SVN","Slovenia","2016","2016",9635.8661,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ZAF","South Africa","2012","2012",1224.89036,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ZAF","South Africa","2013","2013",1280.29261,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ZAF","South Africa","2014","2014",1327.47652,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ZAF","South Africa","2015","2015",1355.206,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","ZAF","South Africa","2016","2016",1428.69453,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LKA","Sri Lanka","2013","2013",651.23244,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LKA","Sri Lanka","2014","2014",523.57585,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","LKA","Sri Lanka","2015","2015",586.02764,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TJK","Tajikistan","2012","2012",439.14606,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TJK","Tajikistan","2013","2013",414.41418,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TJK","Tajikistan","2014","2014",429.64362,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TJK","Tajikistan","2015","2015",433.28474,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TJK","Tajikistan","2016","2016",445.79529,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TJK","Tajikistan","2017","2017",416.97758,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TZA","United Republic of Tanzania","2013","2013",106.99772,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TTO","Trinidad and Tobago","2012","2012",926.51395,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TTO","Trinidad and Tobago","2013","2013",1200.81765,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TTO","Trinidad and Tobago","2014","2014",1561.46986,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TTO","Trinidad and Tobago","2015","2015",1861.63877,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TTO","Trinidad and Tobago","2016","2016",1931.18929,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TUN","Tunisia","2012","2012",2929.36278,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TUN","Tunisia","2013","2013",3151.64712,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TUN","Tunisia","2014","2014",3176.44403,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TUN","Tunisia","2015","2015",3199.49305,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","TUN","Tunisia","2016","2016",3392.62989,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","UGA","Uganda","2014","2014",74.18883,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","UKR","Ukraine","2012","2012",2865.42252,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","UKR","Ukraine","2013","2013",2731.17269,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","UKR","Ukraine","2014","2014",2442.68341,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","UKR","Ukraine","2015","2015",2376.02445,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","UKR","Ukraine","2016","2016",2298.89597,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","UKR","Ukraine","2017","2017",2222.66206,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAC","China, Macao Special Administrative Region","2012","2012",2348.31503,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAC","China, Macao Special Administrative Region","2013","2013",2705.60797,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAC","China, Macao Special Administrative Region","2014","2014",3145.48194,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAC","China, Macao Special Administrative Region","2015","2015",3987.07363,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAC","China, Macao Special Administrative Region","2016","2016",4204.73498,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MAC","China, Macao Special Administrative Region","2017","2017",4776.99589,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SRB","Serbia","2012","2012",2735.63828,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SRB","Serbia","2013","2013",2944.55151,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SRB","Serbia","2014","2014",3075.45563,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SRB","Serbia","2015","2015",3339.14045,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SRB","Serbia","2016","2016",3343.90489,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","SRB","Serbia","2017","2017",3253.9002,"+","National Estimation"
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNE","Montenegro","2015","2015",3750.52931,,
"PERSDEN_INHAB_THC","Total R&D personnel per million inhabitants (HC)","MNE","Montenegro","2016","2016",3490.21261,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","AUT","Austria","2013","2013",26.35055,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","AUT","Austria","2015","2015",28.16698,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BEL","Belgium","2013","2013",20.26426,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","BEL","Belgium","2015","2015",22.6601,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CZE","Czechia","2012","2012",16.48094,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CZE","Czechia","2013","2013",17.27587,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CZE","Czechia","2014","2014",18.17611,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CZE","Czechia","2015","2015",18.66805,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CZE","Czechia","2016","2016",18.47315,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CZE","Czechia","2017","2017",19.81693,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FIN","Finland","2012","2012",29.38974,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FIN","Finland","2013","2013",29.38536,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FIN","Finland","2014","2014",28.74718,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FIN","Finland","2015","2015",28.2331,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FIN","Finland","2016","2016",26.88653,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FRA","France","2012","2012",19.39025,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FRA","France","2013","2013",19.65451,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FRA","France","2014","2014",20.38982,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","FRA","France","2015","2015",20.64375,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DEU","Germany","2013","2013",20.24884,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","DEU","Germany","2015","2015",21.39542,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","GRC","Greece","2013","2013",16.07399,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","GRC","Greece","2015","2015",18.86331,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","HUN","Hungary","2012","2012",12.98951,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","HUN","Hungary","2013","2013",13.28987,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","HUN","Hungary","2014","2014",12.71325,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","HUN","Hungary","2015","2015",12.25879,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","HUN","Hungary","2016","2016",11.72169,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ISL","Iceland","2013","2013",25.12161,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ISL","Iceland","2015","2015",28.45525,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ISL","Iceland","2016","2016",29.51506,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","IRL","Ireland","2012","2012",9.93904,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","IRL","Ireland","2013","2013",20.71207,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","IRL","Ireland","2015","2015",20.49908,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ITA","Italy","2012","2012",14.55285,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ITA","Italy","2013","2013",15.00522,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ITA","Italy","2014","2014",14.89767,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ITA","Italy","2015","2015",15.68029,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ITA","Italy","2016","2016",17.33744,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","JPN","Japan","2012","2012",17.13655,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","JPN","Japan","2013","2013",17.1701,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","JPN","Japan","2014","2014",17.84554,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","JPN","Japan","2015","2015",17.68989,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","JPN","Japan","2016","2016",17.54199,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","JPN","Japan","2017","2017",17.73155,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","KOR","Republic of Korea","2012","2012",21.68332,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","KOR","Republic of Korea","2013","2013",21.68926,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","KOR","Republic of Korea","2014","2014",22.49412,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","KOR","Republic of Korea","2015","2015",22.77039,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","KOR","Republic of Korea","2016","2016",22.72456,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","KOR","Republic of Korea","2017","2017",23.43455,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","LUX","Luxembourg","2013","2013",21.74464,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","LUX","Luxembourg","2015","2015",23.1076,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","MEX","Mexico","2012","2012",1.45347,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","MEX","Mexico","2013","2013",1.42221,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NLD","Netherlands","2012","2012",20.60368,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NLD","Netherlands","2013","2013",20.56385,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NLD","Netherlands","2014","2014",21.05137,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NLD","Netherlands","2015","2015",20.66334,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NLD","Netherlands","2016","2016",20.80196,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NZL","New Zealand","2013","2013",17.73579,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NZL","New Zealand","2015","2015",18.51485,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NOR","Norway","2012","2012",24.76659,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NOR","Norway","2013","2013",25.28139,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NOR","Norway","2014","2014",26.40598,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NOR","Norway","2015","2015",27.65268,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","NOR","Norway","2016","2016",29.01511,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","POL","Poland","2012","2012",7.60941,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","POL","Poland","2013","2013",7.91201,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","POL","Poland","2014","2014",8.29051,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","POL","Poland","2015","2015",8.55146,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","POL","Poland","2016","2016",9.26131,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","PRT","Portugal","2012","2012",17.15035,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","PRT","Portugal","2013","2013",17.87975,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","PRT","Portugal","2014","2014",18.36525,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","PRT","Portugal","2015","2015",19.69023,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","PRT","Portugal","2016","2016",19.80407,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","SVK","Slovakia","2012","2012",10.63955,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","SVK","Slovakia","2013","2013",10.2153,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","SVK","Slovakia","2014","2014",10.55342,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","SVK","Slovakia","2015","2015",10.46911,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","SVK","Slovakia","2016","2016",11.99825,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ESP","Spain","2012","2012",14.48997,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ESP","Spain","2013","2013",14.22885,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ESP","Spain","2014","2014",14.37248,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ESP","Spain","2015","2015",14.6924,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","ESP","Spain","2016","2016",14.89458,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","SWE","Sweden","2013","2013",26.20428,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","SWE","Sweden","2015","2015",26.82357,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CHE","Switzerland","2012","2012",25.44659,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","CHE","Switzerland","2015","2015",25.69624,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","TUR","Turkey","2012","2012",6.89357,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","TUR","Turkey","2013","2013",7.05553,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","TUR","Turkey","2014","2014",7.46895,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","TUR","Turkey","2015","2015",7.55014,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","TUR","Turkey","2016","2016",7.8727,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","TUR","Turkey","2017","2017",8.36086,,
"PERSDEN_LF_THC","Total R&D personnel per thousand labour force (HC)","GBR","United Kingdom of Great Britain and Northern Ireland","2012","2012",17.67718,,
